,Title,Company,Location,Job Snippet,Job Url,Salary
170,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
171,newCollections Agency Manager,Eastwest Bank,Mandaluyong,"Reviews and corrects, if necessary, financial and non-financial endorsements submitted by the external collections agencies (ECAs).",https://ph.indeed.com/rc/clk?jk=6a9cb2da84da6d61&fccid=9463b5ff29280929&vjs=3,None
172,newArea Manager,Fruitas Holdings Inc,Quezon City,Undertake sound financial management to ensure stores are profitable and stay within budget.Lead a team of store managers towards effective collaboration and…,https://ph.indeed.com/company/Fruitas-Holdings-Inc./jobs/Area-Manager-26ecb8e3a263f959?fccid=b8f071bd5961ea7d&vjs=3,None
173,Sales Manager,Consistent Frozen Solutions,Temporarily Remote in Manila,"Accomplishes financial objectives by creating strategies and initiatives based on set sales targets, preparing an annual sales budget, analyzing variances, and…",https://ph.indeed.com/company/Consistent-Frozen-Solutions/jobs/Sales-Manager-47b34654098616dd?fccid=2594685aaaceda4d&vjs=3,"PHP 50,000 - PHP 100,000 a month"
174,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
175,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
176,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
177,Sales Manager,Ingnius Systems Private Limited,Temporarily Remote in Taguig,"Comfortable work set up - laptop, headset, computer accessories, and financial contribution towards your WFH setup.Day 1 Premium HMO with Dental.",https://ph.indeed.com/company/Ingniusystek/jobs/Sales-Manager-2c683def33d266b1?fccid=11978632bd81f3f8&vjs=3,"PHP 70,000 - PHP 100,000 a month"
178,newOffice Manager,Emma The Sleep Company,Manila,"You will produce reports, achieve financial objectives, schedule expenditures and initiate corrective actions when required.",https://ph.indeed.com/rc/clk?jk=4a28ed7f3ee29e5c&fccid=28838a4ebeb1c188&vjs=3,None
179,Assistant Manager for Operations,"Online Loans Pilipinas Financing, Inc.",Mandaluyong,"Acts as the overall in-charge of operations when Head of Operations is not around.Makes independent decisions, which have a day to day impact in area of…","https://ph.indeed.com/company/ONLINE-LOANS-PILIPINAS-FINANCING,-INC./jobs/Assistant-Manager-Operation-7857848e62bec262?fccid=c1dc829679ef352b&vjs=3","PHP 40,000 a month"
180,newCustomer Service Associate Manager,Wells Fargo,Manila,"Manage allocation of people and financial resources for customer service.Collaborate and consult with internal partners, relationship managers, and colleagues…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4L6_9C5Q6In8jBHvbmjkmbwx_jqHGR-0crH-tFWzEUlHkw3aUwEuFp6cI1sXOO4G8wSo8q0KS_vww1LJPy0caFyX79-UdbiCtAP5PoCakSMJC9yUqycuQpXpgrB3Ny_qmd5IWsRkUonCePp75WosSCnQygqD0jWUZJMuhcCiPxFWpScKqlptliI6MFzJKwnsz6dAOZ775Uuo9_Q0HETYetUSTDM9WLxnDWVphtpYTCMdNgDy-esWX4P-le3vzD1MABDEg1CzrwPnTzCA4lQNJ3SYMCr6dOrof8wDAIwKqNwb4VnuFPc-yAhS1-1ZpQMvd5N6gSVim5YATeKAQ2Id9MIIoy3BUM0O6uGoUSkOVAu-h9N6oLaoWGv8ytkqsxEtxYnCL3hWnrEHOtkZczGSuTabwsYU7ame4aW1VSTEhxc4IJoPfsAJXUSPWD5Yueqy8qii5fg9r_anN6oe3mXlgyT2yx-M5IWQNR1--Cib4PrHnQeQCJRlzmwu7MYF_EBPCyBNDiOTI4ND79ZfaZiMVRyzcFBaKm6lOZJ9Au9rTSxqzBL7hmJ0Iw3gZIvMCL_CWuvpFTuIJel2fIguTSQRPoAgL2In3YRbmjQGReD2WWMeMwPmoYA6CEx1mYpexOTTWFPOV_R3LBYZau4wDp8h8w_&p=0&fvj=0&vjs=3,None
181,newBusiness Development Manager,Counto,Remote in Manila,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8euRj__j-lsbnsgqXMDKf-bhuz62w5Uwa_qjMna8YmG92x8QGTCOASmB-nDflzcFQC2oCIVlxPRgldF4C-X81mXeL5Zt0HtAIe0zXqkaKIqH0_Pman-Tn8iurEZuqjSN2PIpzWw4Z3j9QEEndIau0vS5t3cXynldjp1CiLszKxivX94qZXyirIdFLakiafFMNqbDAr014Mcmw1-VuO8KmoZ2d69noFw-fv1pHGYJ3N4U83HTGE3V4X6x2czVHpp8ESmyZQB4pdEOusUHRlcJIpQfivIedYL9lhNEl4ItyE84vmDBWiap41RQ==&p=1&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month"
182,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
183,Sales and Operations Manager,Icon Executive Asia,Taguig,Developing and controlling all operational budgets to ensure that the company has all the resources required to meet its objectives within agreed financial…,https://ph.indeed.com/company/Icon-Executive-Asia/jobs/Sales-Operation-Manager-6b81e27e73ec0f43?fccid=4792eba758818a50&vjs=3,"PHP 70,000 - PHP 100,000 a month"
184,newOperations Manager,Scentsmith Perfumery Inc,Manila,"Responsible for maximizing sales and profitability of retail stores while controlling expenses according to financial budget.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Scentsmith-Perfumery-Inc/jobs/Operation-Manager-d5f396b53c702894?fccid=90676b23cdfc6544&vjs=3,"PHP 50,000 a month"
185,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
186,newCollections Agency Manager,Eastwest Bank,Mandaluyong,"Reviews and corrects, if necessary, financial and non-financial endorsements submitted by the external collections agencies (ECAs).",https://ph.indeed.com/rc/clk?jk=6a9cb2da84da6d61&fccid=9463b5ff29280929&vjs=3,None
187,newArea Manager,Fruitas Holdings Inc,Quezon City,Undertake sound financial management to ensure stores are profitable and stay within budget.Lead a team of store managers towards effective collaboration and…,https://ph.indeed.com/company/Fruitas-Holdings-Inc./jobs/Area-Manager-26ecb8e3a263f959?fccid=b8f071bd5961ea7d&vjs=3,None
188,Sales Manager,Consistent Frozen Solutions,Temporarily Remote in Manila,"Accomplishes financial objectives by creating strategies and initiatives based on set sales targets, preparing an annual sales budget, analyzing variances, and…",https://ph.indeed.com/company/Consistent-Frozen-Solutions/jobs/Sales-Manager-47b34654098616dd?fccid=2594685aaaceda4d&vjs=3,"PHP 50,000 - PHP 100,000 a month"
189,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
190,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
191,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
192,Sales Manager,Ingnius Systems Private Limited,Temporarily Remote in Taguig,"Comfortable work set up - laptop, headset, computer accessories, and financial contribution towards your WFH setup.Day 1 Premium HMO with Dental.",https://ph.indeed.com/company/Ingniusystek/jobs/Sales-Manager-2c683def33d266b1?fccid=11978632bd81f3f8&vjs=3,"PHP 70,000 - PHP 100,000 a month"
193,newOffice Manager,Emma The Sleep Company,Manila,"You will produce reports, achieve financial objectives, schedule expenditures and initiate corrective actions when required.",https://ph.indeed.com/rc/clk?jk=4a28ed7f3ee29e5c&fccid=28838a4ebeb1c188&vjs=3,None
194,Assistant Manager for Operations,"Online Loans Pilipinas Financing, Inc.",Mandaluyong,"Acts as the overall in-charge of operations when Head of Operations is not around.Makes independent decisions, which have a day to day impact in area of…","https://ph.indeed.com/company/ONLINE-LOANS-PILIPINAS-FINANCING,-INC./jobs/Assistant-Manager-Operation-7857848e62bec262?fccid=c1dc829679ef352b&vjs=3","PHP 40,000 a month"
195,newCustomer Service Associate Manager,Wells Fargo,Manila,"Manage allocation of people and financial resources for customer service.Collaborate and consult with internal partners, relationship managers, and colleagues…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4L6_9C5Q6In8jBHvbmjkmbwx_jqHGR-0crH-tFWzEUlHkw3aUwEuFp6cI1sXOO4G8wSo8q0KS_vww1LJPy0caFyX79-UdbiCtAadeLuuvpOZ2OGn8ynghUAdcv-dU7i2VWKESNy9rO6TgQfj_W2Ka1WV12muaaay7kQAqzlfRjWfi1qiLd-aQqEFFBECg85efFw65Ul48E8ZkO4FuilZiOHbaVDIXyCmw2owzJdhUy6hfQwTv_4V3P4grdy2WSC0BVJTzRpN-wI6gkHIIO_1C34XsPgu7vIHACtLaTUI2mz2fAmiWjZxdvG40dnTlvpstq4o1vPL04L6R7dM86P6kQhwgRRIX2SZyFuYYKVIv5TdiZs87SszuBQgc3gx5R41LsNPVafsoGJHe9d1oAiRVweW0z_cQU49lBBFuUk0MpWqiA0SJKRWoDfqMp6IoYI38IBOLMM447E93DQgpoOnKAdK3yPzzKNN7oNpemaoo8xmWMd6FaWbbQbP7S0s8Tlnc84Z8h-yYknig5cW0kGLNB3LvNh8eun4hd07DlQuPnT2wI-es7NfyWsKxxMIILyvBrjH-Zig9Pvx3xt3-UHCcLOCiTAKeJXCvXnkuJNlwNzJDCpRwMqBoHibs0XHvBrx8FmRpb5KhMY-bjo5JYiK1gH&p=0&fvj=0&vjs=3,None
196,newBusiness Development Manager,Counto,Remote in Manila,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8eAhcW2KE-zLs6rIEcEw7lPtGt_fEOC3vti_GgazfzEsLbfAqUjKWPbjCNi9O6jhPxM0ijbBDKn_UBRx27HrXzvfN-IHFbY3aIi9_6MVioJuCFe1DpalYHJOwhHzdwnkpPhI04edgtMuc0vx1MdhAzgSm0CPlN6cRWoffnLMwpXttRZWJZHIi8IkwVaY3TU1IM86pR-ZpFpEg-W-fRlyZE6Rncah6LtBbB0P6X5EbzTqwi4AZv55SQf3mIejYh2pHHRp8yjGW3-6UAsEOi1WKZYmNpsMJohQLirNFaiOcybT9omdtQzQRc8w==&p=1&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month"
197,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
198,Sales and Operations Manager,Icon Executive Asia,Taguig,Developing and controlling all operational budgets to ensure that the company has all the resources required to meet its objectives within agreed financial…,https://ph.indeed.com/company/Icon-Executive-Asia/jobs/Sales-Operation-Manager-6b81e27e73ec0f43?fccid=4792eba758818a50&vjs=3,"PHP 70,000 - PHP 100,000 a month"
199,newOperations Manager,Scentsmith Perfumery Inc,Manila,"Responsible for maximizing sales and profitability of retail stores while controlling expenses according to financial budget.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Scentsmith-Perfumery-Inc/jobs/Operation-Manager-d5f396b53c702894?fccid=90676b23cdfc6544&vjs=3,"PHP 50,000 a month"
200,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
201,newCollections Agency Manager,Eastwest Bank,Mandaluyong,"Reviews and corrects, if necessary, financial and non-financial endorsements submitted by the external collections agencies (ECAs).",https://ph.indeed.com/rc/clk?jk=6a9cb2da84da6d61&fccid=9463b5ff29280929&vjs=3,None
202,newArea Manager,Fruitas Holdings Inc,Quezon City,Undertake sound financial management to ensure stores are profitable and stay within budget.Lead a team of store managers towards effective collaboration and…,https://ph.indeed.com/company/Fruitas-Holdings-Inc./jobs/Area-Manager-26ecb8e3a263f959?fccid=b8f071bd5961ea7d&vjs=3,None
203,Sales Manager,Consistent Frozen Solutions,Temporarily Remote in Manila,"Accomplishes financial objectives by creating strategies and initiatives based on set sales targets, preparing an annual sales budget, analyzing variances, and…",https://ph.indeed.com/company/Consistent-Frozen-Solutions/jobs/Sales-Manager-47b34654098616dd?fccid=2594685aaaceda4d&vjs=3,"PHP 50,000 - PHP 100,000 a month"
204,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
205,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
206,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
207,Sales Manager,Ingnius Systems Private Limited,Temporarily Remote in Taguig,"Comfortable work set up - laptop, headset, computer accessories, and financial contribution towards your WFH setup.Day 1 Premium HMO with Dental.",https://ph.indeed.com/company/Ingniusystek/jobs/Sales-Manager-2c683def33d266b1?fccid=11978632bd81f3f8&vjs=3,"PHP 70,000 - PHP 100,000 a month"
208,newOffice Manager,Emma The Sleep Company,Manila,"You will produce reports, achieve financial objectives, schedule expenditures and initiate corrective actions when required.",https://ph.indeed.com/rc/clk?jk=4a28ed7f3ee29e5c&fccid=28838a4ebeb1c188&vjs=3,None
209,Assistant Manager for Operations,"Online Loans Pilipinas Financing, Inc.",Mandaluyong,"Acts as the overall in-charge of operations when Head of Operations is not around.Makes independent decisions, which have a day to day impact in area of…","https://ph.indeed.com/company/ONLINE-LOANS-PILIPINAS-FINANCING,-INC./jobs/Assistant-Manager-Operation-7857848e62bec262?fccid=c1dc829679ef352b&vjs=3","PHP 40,000 a month"
210,newCustomer Service Associate Manager,Wells Fargo,Manila,"Manage allocation of people and financial resources for customer service.Collaborate and consult with internal partners, relationship managers, and colleagues…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4L6_9C5Q6In8jBHvbmjkmbwx_jqHGR-0crH-tFWzEUlHkw3aUwEuFp6cI1sXOO4G8wSo8q0KS_vww1LJPy0caFyX79-UdbiCtDKLzq2EI4ViEomvRlHLa6npMUPiOFK-cSWJu9U4QT4x0e4yqdZAezvWM2JO4ZJyDAfPuhQnVSjcQxogm9SuWfs8EEYfqrR1IrwnLDAYi1Qds_Hi6GUeH-zgYOfmwpuV847HU0Er0zfShpIwl_zLnn5hriZpQ5BQh_dDzX_280VM9yD21YhXlXmjgCzrfVN7f6ZrBNzGt_-iYoSKQgX7rEvUvv6xD6ZlQTViXypFzRPeP_etmjIcwIIrD5BjDHmt2sMHi5SdxOKJ8alWseOZqSeqdhuUUMXANsjA0HAEz30uS5L9WcGuZPmkTV2Y5hBBkqoberbZ5nYgFUaQx2r0Q89OHyHo1YpNwUzHAobD1zIDGHacjwXEhShdaASYamGcSzZUeZFE-QvlyoSJ3PdBjPMVGCy_xaE66XKPhyFY2kSYZG6d2iNWVDcXHkkSv4rhy21P2tcgPKT3W1DdNrICCeBdIQwcNGcow-6qSy31g0hZC8vq84VstIIBSOCkuFlgDF860xXYnXzdUejqSPzRQAoFN3hBwXv-_uUv216XzDqbl8vykW93ood&p=0&fvj=0&vjs=3,None
211,newBusiness Development Manager,Counto,Remote in Manila,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8epcDpGcie3qDN9wRC-06ROpxIhjbDklL5cUzh5Lfjq1vgCuqnIAjKgwhZwVGTVZyoDDkmt7goCxw_cl1_xX06w2DgjkM4TrESMCuSVjms3vwSWPhrVd_vO8tUEqtFIwMrGtnxVmStubGL8qh4PRe_0y1hovQzbU0bNXT7NOx_K-5hhMRXcWxoiUtm1nwa21YxQuvIbyiiriah0JyDlJvrZNO__85sYIvWkiAE8C5ZvLFDXcF_4FNBq2HNE7n0QoddgxDkKO-0qhSIBilCQ-OXuVrskN_wOtIQhnafrusMSIqO5ou_H4c6xw==&p=1&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month"
212,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
213,Sales and Operations Manager,Icon Executive Asia,Taguig,Developing and controlling all operational budgets to ensure that the company has all the resources required to meet its objectives within agreed financial…,https://ph.indeed.com/company/Icon-Executive-Asia/jobs/Sales-Operation-Manager-6b81e27e73ec0f43?fccid=4792eba758818a50&vjs=3,"PHP 70,000 - PHP 100,000 a month"
214,newOperations Manager,Scentsmith Perfumery Inc,Manila,"Responsible for maximizing sales and profitability of retail stores while controlling expenses according to financial budget.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Scentsmith-Perfumery-Inc/jobs/Operation-Manager-d5f396b53c702894?fccid=90676b23cdfc6544&vjs=3,"PHP 50,000 a month"
215,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
216,newCollections Agency Manager,Eastwest Bank,Mandaluyong,"Reviews and corrects, if necessary, financial and non-financial endorsements submitted by the external collections agencies (ECAs).",https://ph.indeed.com/rc/clk?jk=6a9cb2da84da6d61&fccid=9463b5ff29280929&vjs=3,None
217,newArea Manager,Fruitas Holdings Inc,Quezon City,Undertake sound financial management to ensure stores are profitable and stay within budget.Lead a team of store managers towards effective collaboration and…,https://ph.indeed.com/company/Fruitas-Holdings-Inc./jobs/Area-Manager-26ecb8e3a263f959?fccid=b8f071bd5961ea7d&vjs=3,None
218,Sales Manager,Consistent Frozen Solutions,Temporarily Remote in Manila,"Accomplishes financial objectives by creating strategies and initiatives based on set sales targets, preparing an annual sales budget, analyzing variances, and…",https://ph.indeed.com/company/Consistent-Frozen-Solutions/jobs/Sales-Manager-47b34654098616dd?fccid=2594685aaaceda4d&vjs=3,"PHP 50,000 - PHP 100,000 a month"
219,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
220,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
221,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
222,Sales Manager,Ingnius Systems Private Limited,Temporarily Remote in Taguig,"Comfortable work set up - laptop, headset, computer accessories, and financial contribution towards your WFH setup.Day 1 Premium HMO with Dental.",https://ph.indeed.com/company/Ingniusystek/jobs/Sales-Manager-2c683def33d266b1?fccid=11978632bd81f3f8&vjs=3,"PHP 70,000 - PHP 100,000 a month"
223,newOffice Manager,Emma The Sleep Company,Manila,"You will produce reports, achieve financial objectives, schedule expenditures and initiate corrective actions when required.",https://ph.indeed.com/rc/clk?jk=4a28ed7f3ee29e5c&fccid=28838a4ebeb1c188&vjs=3,None
224,Assistant Manager for Operations,"Online Loans Pilipinas Financing, Inc.",Mandaluyong,"Acts as the overall in-charge of operations when Head of Operations is not around.Makes independent decisions, which have a day to day impact in area of…","https://ph.indeed.com/company/ONLINE-LOANS-PILIPINAS-FINANCING,-INC./jobs/Assistant-Manager-Operation-7857848e62bec262?fccid=c1dc829679ef352b&vjs=3","PHP 40,000 a month"
225,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
226,new07 - Bookkeeper,Support Shepherd,Remote in Manila,Processing payments and sending receipts.Creating weekly reports for the people who paid and enter in the database.Other bookkeeping functions as needed.,https://ph.indeed.com/company/Support-Shepherd/jobs/-7e0e27a4c7314a38?fccid=28382f241cf295a3&vjs=3,"PHP 50,000 - PHP 80,000 a month"
227,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
228,Financial Risk Manager,AIA Group,Taguig,"Complete the BAU financial risk reports such as the quarterly financial risk pack, strategic risk monitoring, financial watchlist, QMR, risk related reports in…",https://ph.indeed.com/rc/clk?jk=9e8ba619b2a779fb&fccid=ff4a8ebfccf9af72&vjs=3,None
229,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
230,"URGENT! Financial Operations Manager | PHP 50,000 | Pasay Ci...",JK Network Services,Pasay,Prepares financial statements and other financial reports.It develops tools for virtual currency to increase community convenience. *.,https://ph.indeed.com/company/JK-Network-Services/jobs/Financial-Operation-Manager-PHP-671ae99b54584cf0?fccid=62bd09cb34df5ce3&vjs=3,"PHP 50,000 a month"
231,newRestaurant Manager,Mary Grace Foods Inc,Quezon City+4 locations,Proven customer service experience as a manager.You will deliver a high-quality menu and motivate our staff to provide excellent customer service.,https://ph.indeed.com/company/Mary-Grace-Foods/jobs/Restaurant-Manager-09020f84811af60e?fccid=052e71e3355566d2&vjs=3,"PHP 25,000 a month"
232,newProduction and Maintenance Asst. Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators for the production and maintenance operations.Bachelor's degree in any Engineering field.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Production-Maintenance-Assistant-Manager-5be2d92bc4c100f3?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
233,Wealth Portfolio Manager | Entrepreneurship Program | Financ...,Philam Life - An AIA Group Company,Makati,Promotes and markets financial solutions of Philam Life.Identify client's financial goals and expectations and assist them in selecting appropriate investment…,https://ph.indeed.com/rc/clk?jk=72a5dedb4cd0039d&fccid=df22ce88e23e5f47&vjs=3,None
