,Title,Company,Location,Salary,Job Url,Snippet,Seniority,Average
844,Java Software Developer,Maliksi Creative Technologies Inc.,Remote,"PHP 50,000 - PHP 70,000 a month",https://ph.indeed.com/company/Maliksi-Creative-Technologies-Inc./jobs/Java-Software-Developer-df03f269fd54b440?fccid=7ff169cfe5070a4b&vjs=3,"Be comfortable with having a high amount of independence and flexibility, with a focus on completing high-level tasks on time and built the right way.",middle_level,60000.0
813,Junior Software Engineer,Maroon Studios Inc.,Remote,"PHP 20,000 - PHP 25,000 a month",https://ph.indeed.com/company/Maroon-Studios-Inc./jobs/Junior-Software-Engineer-ecac7a28f843df3b?fccid=d5a80dbee46618f8&vjs=3,Executing and maintaining software development plans.,junior_level,22500.0
87,Operations and Banquets Manager,Marquis Events Place,Fort Bonifacio,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/Marquis-Catering/jobs/Operation-Banquet-Manager-d29d1f9c29034993?fccid=59efc02b0aa417dd&vjs=3,Provides functional assistance and direction to managers and supervisors in all matters pertaining to operations and customer experience at the Marquis.,junior_level,35000.0
812,Software Developer,Mavenhive Inc,Remote,"PHP 20,000 - PHP 25,000 a month",https://ph.indeed.com/company/Mavenhive-Inc/jobs/Software-Developer-b50f2896cc03fa72?fccid=43a5aefae1771f60&vjs=3,Basic software development skills and great attitude.,middle_level,22500.0
658,Senior Graphic Designer with 20k Sign on Bonus,Medkismet Inc.,Remote,"PHP 45,000 - PHP 55,000 a month",https://ph.indeed.com/company/MEDKISMET-INC./jobs/Senior-Graphic-Designer-Sign-Bonus-8b55c00102d99345?fccid=c35932cca8ec468e&vjs=3,"Excellent Benefits (Night Differential, VL/SL credits etc.).",senior_level,50000.0
303,Operations Manager,Medkismet Inc.,Remote,"PHP 90,000 - PHP 110,000 a month",https://ph.indeed.com/company/MEDKISMET-INC./jobs/Operation-Manager-e81a4c75033f3b60?fccid=c35932cca8ec468e&vjs=3,"Improves operational management systems, processes, and best practices.",middle_level,100000.0
769,Graphic Designer with 20K Sign On Bonus,Medkismet Inc.,Remote,"PHP 35,000 - PHP 50,000 a month",https://ph.indeed.com/company/MEDKISMET-INC./jobs/Graphic-Designer-Sign-Bonus-140cde34511504a2?fccid=c35932cca8ec468e&vjs=3,"Excellent Benefits (Night Differential, VL/SL credits etc.).",middle_level,42500.0
404,Admin Manager,Monroe Consulting Philippines Inc.,Manila,"PHP 70,000 - PHP 90,000 a month",https://ph.indeed.com/company/MONROE-CONSULTING-PHILIPPINES-INC./jobs/Admin-Manager-677b345fef933083?fccid=d645f644de795103&vjs=3,Our respective client is looking for an Admin Manager who will plan and provide assistance and support to the company in both internal and external sections.,junior_level,80000.0
249,Head of Employee Care,Multiplymii,Remote,"PHP 60,000 - PHP 80,000 a month",https://ph.indeed.com/company/Multiplymii/jobs/Head-Employee-Care-62c9438b31d5153d?fccid=aae7264989f5f0d2&vjs=3,,senior_level,70000.0
590,Part-time Digital Marketer (Permanent Work from Home),My Virtual Mate,Remote,"PHP 25,000 - PHP 35,000 a month",https://ph.indeed.com/company/My-Virtual-Mate/jobs/Part-Time-Digital-Marketer-36c3d949d49d3514?fccid=c36003a42f5e09cd&vjs=3,The client provides aviation consulting and training services to their clients.,middle_level,30000.0
655,Graphic Designer,Namastetics,Remote,"PHP 20,394 - PHP 32,000 a month",https://ph.indeed.com/company/Namastetics/jobs/Graphic-Designer-dca57166eb820921?fccid=8e565ce714ad1289&vjs=3,A well put together design portfolio sent to hiring manager.,middle_level,26197.0
283,Store Manager Trainee for Taguig branches,New Era Cap Philippines,Remote,"PHP 15,000 - PHP 16,000 a month",https://ph.indeed.com/company/New-Era-Cap-Philippines/jobs/Store-Manager-Trainee-Branch-439f4d4dc2b1d747?fccid=04e57d0dcaf07537&vjs=3,WE ARE LOOKING FOR STORE MANAGER TRAINEE FOR NEW ERA STORE (BOUTIQUE).,middle_level,15500.0
71,Coffee Shop Manager,New Hatchin Trading Corp,Makati,"PHP 25,000 - PHP 27,000 a month",https://ph.indeed.com/company/New-Hatchin-Trading-Corp/jobs/Coffee-Shop-Manager-0e46aefd766c8b97?fccid=4191511798c81c4f&vjs=3,At least 2 year experience in Managing a Coffee Shop.,senior_level,26000.0
388,Warehouse Manager,New prestige,Manila,"PHP 27,000 - PHP 30,000 a month",https://ph.indeed.com/company/New-Prestige/jobs/Warehouse-Manager-94c08c22bf8fc6b7?fccid=c5cfc1d0e8c68382&vjs=3,Responsible for supervising the day to day activities of team members to ensure operations run seamlessly in the warehouse.,middle_level,28500.0
205,Training Manager,"Nippon Hasha, inc",Pasay,"PHP 42,000 - PHP 54,000 a month",https://ph.indeed.com/company/The-Real-Ramen-Nazi-Inc./jobs/Training-Manager-79e30b28c3c2887e?fccid=c3c1f722e82efd37&vjs=3,"Determines training needs and requirements for an company or group by meeting with managers, talking with employees, or administering surveys.",middle_level,48000.0
624,Senior Front End Web Developer,Numinix Web Development Ltd.,Remote,"PHP 40,000 - PHP 80,000 a month",https://ph.indeed.com/company/Numinix-Web-Development-Ltd./jobs/Senior-Front-End-Web-Developer-8c748a0cdc436399?fccid=c4634ce121683988&vjs=3,4+ years of experience Javascript developer.,senior_level,60000.0
348,Sales Manager (FMCG),Oh So Healthy,Remote,"PHP 60,000 - PHP 80,000 a month",https://ph.indeed.com/company/oh-so-healthy/jobs/Sales-Manager-f9ea26be372fd946?fccid=26b74b53395634fe&vjs=3,"A Sales Manager, or Sales Department Manager, is responsible for overseeing daily operations in the sales department.",middle_level,70000.0
715,Video Editor & Graphic Designer,Olowe & Co LTD,Remote,"PHP 20,000 - PHP 25,000 a month",https://ph.indeed.com/company/Olowe-&-Co-Ltd/jobs/Video-Editor-Graphic-Designer-2dca9a2b0804c58c?fccid=a3c736c80bdf99b2&vjs=3,Key skills and experience required;,middle_level,22500.0
53,ADMIN MANAGER (URGENT),Onward Worldwide Management & Consultancy,Makati,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Onward-Worldwide-Management-Consultancy/jobs/Admin-Manager-6dcc03e42631083e?fccid=1d0e48680863ed90&vjs=3,Analyse Admin situations from basic to complex and resolve issues and challenges beyond reproach in constant alignment and coordination with the Senior HR and…,senior_level,45000.0
917,Senior Software Developer,Oxford Business Group,Remote,"PHP 70,000 - PHP 100,000 a month",https://ph.indeed.com/company/Oxford-Business-Group/jobs/Senior-Software-Developer-a9f4d77a778cd952?fccid=a765afce8077d1fc&vjs=3,Assist the Software Development Manager in implementing software development policies and processes ensuring software development best practices are followed.,senior_level,85000.0
647,Junior Graphic Designer,PI Business Consulting Corp,Makati,"PHP 25,000 - PHP 30,000 a month",https://ph.indeed.com/company/PI-Business-Consultancy/jobs/Junior-Graphic-Designer-3a127b730cfd5b18?fccid=08cc6ec9674b99b3&vjs=3,Formal graphic design training with certification.,junior_level,27500.0
934,Software Developer (Temp WFH),PRIMOVER CONSULTANCY SERVICES INC.,Remote,"PHP 35,000 - PHP 40,000 a month","https://ph.indeed.com/company/Primover-Consultancy-Services,-Inc./jobs/Software-Developer-26a6463114943999?fccid=85c5e39fbdbe7101&vjs=3",With at least 2 years of experience as a Software developer.,senior_level,37500.0
912,Software Developer,PRIMOVER CONSULTANCY SERVICES INC.,Remote,"PHP 35,000 - PHP 45,000 a month","https://ph.indeed.com/company/Primover-Consultancy-Services,-Inc./jobs/Software-Developer-2cadbde6d9d881a6?fccid=85c5e39fbdbe7101&vjs=3",.Net developer: 2 years (Preferred).,senior_level,40000.0
775,Jr. UI/UX Graphic Designer (Competitive Salary with Work fro...,PSCAI,Remote,"PHP 25,000 - PHP 50,000 a month","https://ph.indeed.com/company/Pinion-Software-Consulting-and-Apps,-Inc./jobs/Junior-Ui-Ux-Graphic-Designer-77cd3815c65a4971?fccid=4c0b381737bf1e29&vjs=3",As well as graphics and other design related tasks;,middle_level,37500.0
711,Graphic Artist,Paramar Trading,Parañaque,"PHP 20,000 - PHP 30,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKk3D6LBRO76GZA_JvjOP6lcYnbHcNrl1HiDg1wHaiIh5NfHAikEbwLWX_TPBcsi1-2jGIernVk11IOkKgCYaWJg-hmqZUJxLsnBIviBJFnaKOL_ZOt0W7FcGlgtc9--w24kiwtSJPQKGWb4xYxUGfdkJf4Bt_RbHzE5mhIgtVKe30f_iCn6RdBq4w6qGozOfsr0js5EIVy1WoSyt8WHqFNUyt2lwd2in7I61Mhryj-sdz3M9bM56AI-0j_A1jegJ7MPfkuUhqIgb9SGnhNdvEf1slPWFshcNnrLo2UJ2XtKjMLrJbTN8sdeng7cSznLOLiWsMqaXy2B_8KPC-U4KTCA9NMRwyByKAVcn8aIjXFDwwcbKRFucRSShxgb3Km3Aq15QA8km8ad1_amXG7et5UBiEsEuZ5hmiKr1JkAWaCqQIR1QCXh0Vbg1wdgDtg9BrtwlV6cqxh2GSj_in5T2YPt1cgMt0B1CjN_UjjOk8Ew==&p=0&fvj=1&vjs=3,"Create Banners for uploading to our Lazada, Shopee and Shopify.",middle_level,25000.0
117,Sales Operations Manager,"Pascal Resources Energy, Inc.",Makati,"PHP 50,000 - PHP 60,000 a month",https://ph.indeed.com/company/HR-Exodus/jobs/Sales-Operation-Manager-68a8105ada3b9a8d?fccid=6090ca40f04e3792&vjs=3,Candidate must possess at least Bachelor's/College Degree – *BUSINESS MANAGEMENT or HOTEL AND RESTAURANT MANAGEMENT *.,middle_level,55000.0
725,Junior Graphic Designer,Pawnhero Pawnshop Philippines,Taguig,"PHP 18,000 - PHP 22,000 a month",https://ph.indeed.com/company/Pawnhero-Pawnshop-Philippines/jobs/Junior-Graphic-Designer-606c28ac1caf5edb?fccid=5f7e62ad6ae9574f&vjs=3,Open to fresh graduates or at least 1 year experience as graphic design or a similar.,junior_level,20000.0
306,Administrative Assistant (Team Lead),Philippine Vending Corporation,Pasig,"PHP 15,600 - PHP 20,000 a month",https://ph.indeed.com/company/Philippine-Vending-Corporation/jobs/Administrative-Assistant-e655349460d47b7b?fccid=e19d967ce4cdc366&vjs=3,"Handling office tasks, such as filing, generating reports and presentations, setting up for meetings, and reordering supplies.",junior_level,17800.0
663,Graphic Designer,Pick A Roo,Remote,"PHP 18,000 - PHP 20,000 a month",https://ph.indeed.com/company/Pick-a-Roo/jobs/Graphic-Designer-7724e4af8ba6d32d?fccid=18ef6859b5e2c8f0&vjs=3,"Use digital illustration, photo editing software, and layout software to create designs.",middle_level,19000.0
459,Assistant Restaurant Manager,Popeyes Louisiana Kitchen,Manila,"PHP 22,000 - PHP 28,000 a month",https://ph.indeed.com/company/Seafood-City/jobs/Assistant-Restaurant-Manager-62dcb71d92dea9cf?fccid=0780ae8b7adf26f3&vjs=3,Monitors and analyzes sales and performance report to achieve targets on a monthly basis.,junior_level,25000.0
72,RESTAURANT MANAGER,Popeyes Louisiana Kitchen Inc.,Quezon City,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Popeye's-Restaurants/jobs/Restaurant-Manager-a4a8c9d2bf33e8aa?fccid=70c52e30fef42050&vjs=3,Proven customer service experience as a manager.,middle_level,32500.0
18,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,"PHP 25,000 - PHP 28,000 a month",https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,junior_level,26500.0
52,Shift Manager,Popeyes Philippines,Alabang,"PHP 18,000 - PHP 22,000 a month",https://ph.indeed.com/company/Popeyes-Philippines/jobs/Shift-Manager-9bcb94b769f1283f?fccid=4da358b339819494&vjs=3,The Shift Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc. standards around…,junior_level,20000.0
58,Restaurant Manager,Popeyes Philippines,Makati,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Popeyes-Philippines/jobs/Restaurant-Manager-d146d01d2e72a4db?fccid=4da358b339819494&vjs=3,Proven customer service experience as a manager.,middle_level,32500.0
372,Procurement Assistant Manager,Prescon Philippines Inc,Manila,"PHP 50,000 - PHP 60,000 a month",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Procurement-Assistant-Manager-d1b23ff5c7ab75cb?fccid=3c32392e63f100c0&vjs=3,"Bachelor’s degree in any Engineering, Architecture, Business Administration, or related fields.",junior_level,55000.0
611,Front-End Web Developer,Primesearch Service Provider Corp.,Remote,"PHP 25,000 - PHP 45,000 a month",https://ph.indeed.com/company/Primesearch-Service-Provider-Corp./jobs/Front-End-Web-Developer-eea7ae597336b9ea?fccid=06d276590ecd5663&vjs=3,"College Graduate of Computer Science, Information Technology, or any related course.",middle_level,35000.0
640,Graphic Designer,Pro Sulum,Remote,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Pro-Sulum/jobs/Graphic-Designer-f77e565b3491b281?fccid=04c094652c8dea5f&vjs=3,Test graphics across various media.,middle_level,32500.0
415,Recruitment Manager,RPO International,Remote,"PHP 70,000 - PHP 80,000 a month",https://ph.indeed.com/company/RPO-International/jobs/Recruitment-Manager-48ee6fef828209a3?fccid=98e4788c5a7fac05&vjs=3,This role will focus on ensuring the recruiting strategies and also help in implementing new ones.,middle_level,75000.0
657,Full-Time Graphic Designer,Radial,Remote,"PHP 14,812 - PHP 18,000 a month",https://ph.indeed.com/company/Radial/jobs/Full-Time-Graphic-Designer-dcc8ca20e8fe3f55?fccid=1cf2dac253a3ccd9&vjs=3,We are looking for a junior graphics assistant to support our creative director.,junior_level,16406.0
435,"Director for Operations (Food, Manufacturing & Warehousing)...",Reeracoen - NEO Group,Taguig,"PHP 60,000 - PHP 70,000 a month",https://ph.indeed.com/company/Reeracoen---NEO-Group/jobs/Director-Operation-11dada2f7eb639cb?fccid=9b5ad2e7d9095c50&vjs=3,Responsible for the overall operations of a company.,senior_level,65000.0
5,Concession Sales Manager,Richprime Global Inc,Quezon City,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CENJk4o9GUurtIJdOl7KSv0iEgy0-Xt7T_29a-YielZtoINrID6B-j0nvPJJ7QfUi-pztEjolHFh44gUrUwv5Nq2xdUu_4PTF1aHISwbxJ7rrI_L7yl5QfDcGfdeSE2SWgSzn36oUWkgJ-6T2Jz4mh-SgmGfg35BxhlHMnW-M-mzbEoWgdimqi34OzQ_EV6T24L_tQp7K7uuEPxbqKN-uk0HLBhFRL2xtlZHmWpdCK35M1obQj0cFYBp3DCaMDjSAWLUNL_TniyZWe0AUB-bP7HoyuHEU-jvEZCXIYsiKLNv47rGJBFaRIJfovBtkXJ_RdHbxhHO27kdVwszIezVO1K29gfHAnYEhWvj69DeHHqDB8ach8CCASk9sPfZyuUJEucCBa027ONsPxDArH7SpjT_qTt-jM22N1SKMVSHr_oU5zz4nigkFuI6G1_N-i4Xm6ui7cZKfUL7pdIG3MzMEOvioMqBqbPwA=&p=5&fvj=1&vjs=3,"Job Purpose: Responsible for planning, implementing and directing the sales activities of the company in assigned territory to achieve sales objectives.",middle_level,45000.0
612,Front-End Web Developer (ReactJS),RightCrowd Software Inc.,Remote,"PHP 35,000 - PHP 65,000 a month",https://ph.indeed.com/company/RightCrowd-Software-Inc./jobs/Front-End-Web-Developer-f2885b17189a8ac1?fccid=49ccc376a98269e6&vjs=3,At least three (3) years programming experience using:,senior_level,50000.0
666,Junior Graphic Designer,Rockbird Media,Remote,"PHP 18,000 - PHP 22,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DSGpo0UTkImcHMsZyomyihGa0buMqSC56b1GDDx1kxr8thG4V9okwF5rNogFuPutHp3R3sB8dYXo1hY6k8wRpc79BC-7oZQdaYsBhziU8gu50qD7y8viKkcNPdDPibXuVsPh6n4g6qi4QuAMOfBun_FHnF-TuaiU4rIPj3ijLuy-hIQluyGW5X9NGW2wYe-gJ85DBjNCkef_sghoCuRGW76Sqr3k7wxTWLbXgINgg8-hhcoQ_dIuhRst--VytEVr3Sra3p0dw1lqm7LO5GairT1Ca4EhlQiewo-qShf-oN-hdcULey4ZcKY4jrjdtHzaUt3zmhK39DNa0ZIRUX9LMlacyJor2A7H6KrAyHlQ7LYzJMPZxpwnwomqmRStlbL5MPP4t9v1iTKd-PW3jGf8z47n0D8oR_o7vlOHCY4ZEYWbGsBbaWwOFMP2Ng04C5Nt_DnJLmDUz4NL3mLZTPTjS00vu04seigFUdkWzs4ubZ5w==&p=0&fvj=1&vjs=3,,junior_level,20000.0
239,Warehouse and Logistics Manager,"SAS, Ltd",Quezon City,"PHP 45,000 - PHP 55,000 a month",https://ph.indeed.com/company/Super-Value-Store-Limited/jobs/Warehouse-Logistic-Manager-d1649d024d6c6003?fccid=a6f9fe42b5a763ad&vjs=3,"In this position, you will be responsible for all supply chain management duties including selecting carriers, researching shipping methods, assessing budgets,…",middle_level,50000.0
674,GRAPHICS DESIGNER - WORK FROM HOME,SM Ltd.,Remote,"PHP 19,000 - PHP 24,000 a month",https://ph.indeed.com/company/SM-Ltd./jobs/Graphic-Designer-425924e95f9775ce?fccid=9777b0091f732fc8&vjs=3,,middle_level,21500.0
333,Brand Manager,SONLIE INTERNATIONAL INC.,Pasay,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/SONLIE-INTERNATIONAL-INC./jobs/Brand-Manager-41d6d346d035b952?fccid=eb2bb1280616f7ba&vjs=3,"Responsible for handling (Selling, Promoting, Forecasting/Monitoring) all products under assigned brand/s.",middle_level,45000.0
247,Shift Manager,Samgyup sa Bahay,Quezon City,"PHP 16,000 - PHP 17,000 a month",https://ph.indeed.com/company/Samgyup-sa-Bahay/jobs/Shift-Manager-d0410f4c89cdb1e8?fccid=abe8e53efb89ed7d&vjs=3,,middle_level,16500.0
846,PHP_JavaScript_SQL Software Developer,"Sandman Software Systems, Inc",Remote,"PHP 16,000 - PHP 30,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DtkuPCmy92PPS94TQ7VtPYty88ajqv5L87_bFLyKY-qggOum_LJlNEa82-TtUeH6FO1Ir2hAqFm2fDbvrIZiYPqvAKSp3qTyeIk9hen41D0QNWfeaDhpl54xy-kyfkRdlc9qRfnHlgG8N3yIRAXcicxICJX1mnsO7EuUbx8rNkuoGZit8TJ3_XisWb1-PQXB1n-HC-dtZlca0Eml7i90iwK6PnPPmKE9ObJNdkQ7sxg0YtuFZrkY8TbQw-fWZkumIXUPyfh2MuWtNCvrTzAPzh-dxe86dXVMuZXHmDgubdaJr0UYiArfRQaqhSVEEGnbuaU23iBzO80FZ5UAPyZjbRn6arNou8poG-x6DJzDF1XlL6Y3-iAar89GVaepuHuhuqkwBFD3XYSQsy07euS18Oc8HcuhZY5m5ekIUfOd94nAH1oESL5TV_lHGpxb4eliY-zbO2o5vbb1uz1Ko4aqt8vwtHRKrF9H4lSgdqo9FpDTnejYgmI4mDbz9zyMxq4MxCMGlLD3V_UA==&p=0&fvj=1&vjs=3,The successful candidate will handle the maintenance and updates of our Web-Based internal system.,junior_level,23000.0
816,Software Developer,Savant Degrees Pte Ltd,Remote,"PHP 27,500 - PHP 55,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DTgjS_AcHWyQMzrZGyxpv5rwgL_ruZm7UqCfvYtxxSk7v8tC8NvHwYaGk0EnLorK9GjrHqiPtjRWTiO0Hq0UPfWiZ9EoLaDSKS8K-415e-gX6mYEYNYYbJWeqSVKOszg8lvaVRsnvChaWt28S_e2FucRalLP1153uwJnUByGY2YRbprnwOfufVSKnrxqcocq3b_JKk9uw-mw1Xg1cOuezs7xYZ-aMYwm7DUOWTBBO-h870leqeUeZt49BJiAxNyHDWbUvcLZWa4IoDBzQiUrNUSMumax3MykGqbJukTDG71DO4Vr00gLEi6SEL5b6-uihEpGym5uh2e3GjY8zm0YRwCSF5XkuvmvaMG9xpEULInp2NUb91MBvDyPDmHVlwDT5P8aST4jyWB9kbJ5wezEyMXJpIJvhQuMvcSjpRR4b38oFQDW8b8CBxBmvNWgSsOG8Hhl8_vY30uXfAzTr8UWeXHrcDfy1heTNeiQxTb6js1g==&p=0&fvj=1&vjs=3,Updating job knowledge by researching new technologies and software products; participating in educational opportunities; reading professional publications;…,middle_level,41250.0
55,Key Accounts Manager,Sigma Dynamics and Professionals Placement Agency,Quezon City,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Sigma-Dynamics-and-Professionals-Placement-Agency/jobs/Key-Account-Manager-97ecb391b020b5a6?fccid=69a0f9c25b79e87f&vjs=3,"The Key Account Manager will be responsible for developing, maintaining and expanding profitable partnership with significant retailers within the assigned…",middle_level,45000.0
229,Production Head,Sigma Dynamics and Professionals Placement Agency,Sucat,"PHP 50,000 - PHP 100,000 a month",https://ph.indeed.com/company/Sigma-Dynamics-and-Professionals-Placement-Agency/jobs/Production-Head-8c7178cff1649efd?fccid=69a0f9c25b79e87f&vjs=3,Creating efficient production plan and strategy based on demand.,senior_level,75000.0
732,Industrial Designer,Signarama Corporation,Caloocan,"PHP 18,000 - PHP 25,000 a month",https://ph.indeed.com/company/Signarama-Corporation/jobs/Industrial-Designer-9fd5540fdc063e0a?fccid=0c4286526c60497f&vjs=3,Designing visual concepts using graphic design tools including design software.,middle_level,21500.0
821,Software Developer,Simplevia Technologies Inc.,Remote,"PHP 20,000 - PHP 40,000 a month",https://ph.indeed.com/company/Simplevia-Technologies-Inc./jobs/Software-Developer-255994e9ca778c6f?fccid=6671b90bd52a1b19&vjs=3,"Must be a graduate of IT, Computer Engineering, Computer Science.",middle_level,30000.0
608,Front End Web Developer,Soda Digital,Remote,"PHP 30,373 - PHP 84,729 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BHI8itGHSOUTUi2FzZo6o1KOeAq17Jz6Rm0HUJzj_MLaKlQ0xtVlx0UvKm4oVmhhr8WCEkNMCHvd6ZkZpghBGH1tHEDatkRrfMzvf3Y_XzjMoNO5MIsDPyCLZwZtXFQITe9qZJxAZJ4mrPN-jPTA-uW_LRB1qVk5DTNCf4C-QLos2l5J2PQ0N4smbxw7U_ZBJvO8SFBcOjuF77JUvzxkhWZIEz_LFQ1TwYCSIuEFfb1gRDOPzfqfsOKw1yQ9nRp4sAEJI2H8chs_RNLRG-hn5hIv3vshe3Bf6-SWPcpVf_owkCu59GKqtY5bSpeFqZouStjJm-b6UqKdJwxVQ3XVIVulKPWbPDAr5eyDbKUPR96qB9YY0yzoelu26cY9V0TmOPspDieCDYuaVlj62hREYe4txPQWpxtBImkoJsnAEgkBDXIiUEfeXh39i3vhOG9hoZoly55iZ3hs3FYVcZPpfzv9nmCA-EzW9kqcNqk4gbLA==&p=2&fvj=1&vjs=3,20 years’ in web and software development.,middle_level,57551.0
561,Data Management Engineer (Temporary WFH),"Solvento Philippines, Inc",Remote,"PHP 18,000 - PHP 30,000 a month","https://ph.indeed.com/company/Solvento-Philippines,-Inc/jobs/Data-Management-Engineer-efa5c8d7631a4c0d?fccid=acde9b5fc758c547&vjs=3","✓ Data management projects, including but not limited to, data warehouse, big data, data lake, data hub, data exchange, data mart, data pipeline as well as, API…",middle_level,24000.0
527,ETL Developer,"Solvento Philippines, Inc",Remote,"PHP 40,000 - PHP 70,000 a month","https://ph.indeed.com/company/Solvento-Philippines,-Inc/jobs/ETL-Developer-1c411e975b2a5168?fccid=acde9b5fc758c547&vjs=3","✓ Data management projects, including but not limited to, data warehouse, big data, data lake, data hub, data exchange, data mart, data pipeline as well as, API…",middle_level,55000.0
648,Video Editor and Graphic Designer,Sterry,Remote,"PHP 50,000 - PHP 80,000 a month",https://ph.indeed.com/company/STERRY/jobs/Video-Editor-Graphic-Designer-b0da0a950e0e77ff?fccid=70df292623b91e32&vjs=3,Test graphics across various media.,middle_level,65000.0
693,Illustrator,Sterry,Remote,"PHP 40,000 - PHP 70,000 a month",https://ph.indeed.com/company/STERRY/jobs/Illustrator-ad250e52e39c2737?fccid=70df292623b91e32&vjs=3,"Use various colors, graphics and effects to better visualize each concept.",middle_level,55000.0
699,Creative Graphic Designer,Stradmore Notes,Mandaluyong,"PHP 15,000 - PHP 20,000 a month","https://ph.indeed.com/company/HAPPY-PARTNERS,-INC/jobs/Creative-Graphic-Designer-70b63d4372b31adf?fccid=4e257cee429b8d67&vjs=3",Develop graphics for new products or reinvent existing products.,middle_level,17500.0
32,Warehouse Manager,Styleright Global Corp,Quezon City,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOnbz8mBdrRLsVtAj0QZIwA0bcf0SYfHF16JUtzO4d2crxYVsxNfMsQLO26yhV4NMM69u3qfqCIgOyLIGyb22OM37mXM9gN6uAuCbNXDiZFRPFwZym77oCXu_V4YfDOaxtzRsltRraF3U82g3sSE83xv29517KyEgGZmSzHupTdc9Zqi2w3YQZ_jP5YTnjUeJVzWFKBd3avqRxY7KpT8te239pBM7Yicq8GS-2FemTWB7iofNbdWcCHgj5X53O-OAfx-bl4Q1qOL0oCtb3fc8z_3wozsy0cIUIJfTXLtZC6vo&p=2&fvj=1&vjs=3,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",middle_level,35000.0
879,Software Developer C++,Sunfish HRA Consulting Inc.,Quezon City,"PHP 16,000 - PHP 18,000 a month",https://ph.indeed.com/company/Radiant-Global-HD-Inc./jobs/Software-Developer-C++-498fe74d2c34d86c?fccid=6877b0e9f5e7dc38&vjs=3,Develop designs and creation of scalable software.,middle_level,17000.0
804,Software Developer - Full Stack (Remote),Superstaff,Remote,"PHP 80,000 - PHP 100,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DXxJcICKi4fJ-7xIqzkW7u7P9qbp83CnzsBp2H-9cyL3ISuTPHaAnMUbcN3rXV52tKZeP5au99jQefEKMl4IiMP0M9Hukfdz7ESqqh0Tu-2x64Bj8rp9qR2RzbiY6K_JQ4n03VKNSHdsbxPsy6Y5HNt8v9HFRw8H_qtg_y3SvK0tu9Fe3Dma7m-p1vPxxagp6WQOK3c-D_Spw3SnbwTlSIP6gu7WVslOmFwhXkq-svKE5KDmhC0oZ8l0yGPvORupECIAzlxyMq7cTWSnftxyd1fXLYCI2OEFJpr5RE_xV9SCOkjINpO9jDxiQGeYDTkTvDmo8OyGYSwlV1ECsfmZQvdP6wumklLHJdKidRLtf_lhjVwp1GRBx0_0hTQvjxYAtI-6HAL0EaGpv-jJgUoEGpb2j9SiavCytWj14MGCPZMQ0MivEpgr1ElpPjxwVdDJrUXpQDeXZGAZzoXsetYJ2b9KjnJhrIMFJb050YqtIn4rEmMlBbdnpHE9hHN2JqKtTQQIVA3UvR6A==&p=3&fvj=1&vjs=3,Tests software that has been created or modified.,middle_level,90000.0
587,05 - Digital Marketing Specialist,Support Shepherd,Remote,"PHP 70,000 - PHP 75,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-429417de814cf998?fccid=28382f241cf295a3&vjs=3,"5+ years of experience in email/SMS marketing, digital marketing, or related fields.",senior_level,72500.0
